Region,Voter_Turnout_Percentage,Support_Type
Yorkshire,73.75860241422372,Remain
West Midlands,72.43678731227489,Leave
Yorkshire,61.22263892072608,Leave
Greater London,72.21540944479051,Remain
North East,71.03083126378172,Remain
Scotland,74.59065732464289,Remain
Scotland,75.4758157150579,Leave
Northern Ireland,63.770940564038995,Leave
Wales,75.32858311693255,Leave
South East,67.79834929867332,Remain
East Midlands,75.15319160493631,Remain
North East,60.534808898097964,Leave
West Midlands,77.40489914266436,Leave
North East,78.70626469983587,Remain
Wales,71.17835586623283,Leave
North East,76.77995022645453,Remain
East Midlands,70.52185496350648,Leave
North East,73.83813165249828,Leave
Wales,74.42950949002207,Remain
Wales,62.59843877997834,Remain
Wales,70.06593471878222,Remain
Northern Ireland,60.69390744689743,Remain
South East,64.96600359106877,Leave
Yorkshire,68.82092710828722,Remain
West Midlands,61.59996862467267,Remain
West Midlands,72.58557360553942,Remain
South East,77.28419356601086,Remain
Greater London,60.40682589410331,Remain
West Midlands,70.25669594602937,Leave
Wales,65.44835876263029,Remain
Northern Ireland,68.99604558865241,Remain
East Midlands,61.09563105880367,Leave
Yorkshire,68.80968317790612,Remain
Greater London,65.6555314394561,Leave
North East,65.76620893357256,Leave
Yorkshire,64.20398432862282,Leave
East Midlands,60.17575586340537,Leave
Yorkshire,71.43298454249783,Leave
South East,66.88307710992765,Leave
South East,68.73913919642193,Leave
Wales,78.63793889562866,Remain
South East,70.9442175762895,Remain
East Midlands,68.71592193806332,Leave
West Midlands,67.71859699240838,Leave
West Midlands,61.198539343394195,Remain
Greater London,77.42701146638643,Remain
Wales,62.67063004125084,Leave
South East,60.07558563770114,Leave
West Midlands,69.28897711035086,Remain
West Midlands,75.91039694987737,Leave
South East,79.58700561528482,Leave
Yorkshire,68.70890678446133,Remain
North East,62.15596100304524,Remain
Wales,73.91036429633968,Leave
Wales,74.33257263089479,Leave
Wales,72.18611366454489,Remain
Greater London,71.57786953563506,Remain
Scotland,61.278394934227286,Remain
North East,62.708752535901645,Leave
Northern Ireland,64.52676075758056,Remain
South East,69.16651605806334,Remain
West Midlands,78.49682609549191,Leave
North East,70.67154738265965,Remain
West Midlands,65.8140242328376,Leave
South East,65.22509037599234,Leave
Wales,61.53347948650793,Remain
Wales,75.41125021568696,Remain
West Midlands,74.56564142040287,Leave
East Midlands,60.72672587786339,Leave
South East,62.00021186360874,Remain
North East,78.23992611532469,Leave
Yorkshire,71.6958513119396,Leave
Northern Ireland,73.28557098820714,Leave
Scotland,60.04122101896898,Remain
Scotland,66.88952629621188,Remain
Yorkshire,74.77828250990491,Leave
West Midlands,70.26894755507121,Remain
Greater London,72.08573113126673,Leave
South East,62.2686534303885,Remain
Northern Ireland,71.95875029896827,Remain
South East,61.898181215440296,Remain
Greater London,76.8254455932448,Remain
East Midlands,76.94884289221515,Remain
Northern Ireland,72.3015669438996,Remain
Greater London,76.9365188490503,Leave
Scotland,61.67245052504989,Leave
Scotland,73.30106580601176,Leave
East Midlands,74.5010564999394,Remain
Northern Ireland,64.35029696921855,Leave
North East,64.32135652595645,Remain
South East,73.87822103236256,Remain
East Midlands,63.73971081547189,Remain
West Midlands,73.51405767758928,Remain
Scotland,60.350438999949134,Leave
East Midlands,66.70161293420067,Leave
East Midlands,75.2264473244255,Remain
North East,74.07407745426434,Remain
North East,73.16140632371992,Remain
Wales,73.08433379858114,Leave
North East,79.46148438202277,Leave
South East,66.68486482583988,Leave
Wales,77.11542848129177,Leave
West Midlands,78.73665810461424,Leave
South East,78.71265589681947,Remain
West Midlands,62.96387382147615,Remain
Greater London,61.97100005849002,Remain
Wales,76.47280698933437,Remain
Yorkshire,78.4181566231553,Remain
North East,65.42443354936294,Leave
South East,76.12278630660867,Remain
North East,74.3418830475057,Remain
Scotland,62.9952129466863,Leave
Scotland,74.59326497570025,Remain
Wales,74.11452897067915,Remain
East Midlands,74.0073534368806,Leave
Wales,67.49112991375685,Leave
West Midlands,70.5125877023601,Remain
West Midlands,73.1015128896205,Leave
Greater London,64.09296282704919,Leave
Northern Ireland,64.86903518875367,Remain
Greater London,73.09624938691796,Remain
Wales,72.87146078268121,Remain
Greater London,62.503260368389455,Remain
Yorkshire,61.57246397796874,Remain
South East,79.71915102004667,Remain
Northern Ireland,74.15029542584162,Remain
North East,67.98334595419564,Leave
East Midlands,60.2676669324241,Remain
North East,69.15236343983327,Leave
Yorkshire,62.0387222652283,Leave
North East,76.52117089097138,Leave
North East,75.91400806664723,Leave
North East,65.6486402784866,Leave
Scotland,71.52763606836174,Remain
North East,62.38817169008532,Leave
Yorkshire,70.53547000215168,Leave
Scotland,63.460981545391775,Remain
Wales,74.64158000396601,Remain
North East,79.48429925900282,Remain
Scotland,60.897358227910274,Leave
North East,71.75104180657074,Leave
South East,65.30161873694938,Remain
East Midlands,61.8005946446337,Remain
Yorkshire,66.34735292815793,Leave
East Midlands,79.79424776158449,Leave
South East,78.34146983595755,Leave
South East,64.91415252483438,Leave
East Midlands,79.97135449881895,Leave
North East,68.65921652927128,Leave
Northern Ireland,76.68684331880416,Remain
South East,60.247431644848675,Remain
South East,62.01187622979143,Remain
Yorkshire,66.94489836882833,Leave
Greater London,61.99540164051024,Remain
Wales,74.52689145138545,Remain
Yorkshire,63.66374974965972,Leave
Wales,62.861774226438165,Leave
West Midlands,65.40934459526724,Leave
Wales,60.65023768252736,Remain
South East,76.56036524269544,Remain
West Midlands,72.04253313497965,Remain
Yorkshire,66.23111216459026,Remain
Yorkshire,62.57748888507302,Remain
Yorkshire,72.89034838384512,Leave
West Midlands,66.11583932756612,Leave
North East,74.99111747756396,Leave
East Midlands,78.31738274786187,Remain
Scotland,60.16963955903581,Leave
Yorkshire,65.44373019171198,Leave
Yorkshire,79.4594027189728,Remain
Scotland,66.47518178003884,Remain
Scotland,77.17371480177567,Remain
South East,71.37530775187547,Leave
Wales,70.16558459237412,Leave
East Midlands,69.57069667035083,Leave
Greater London,77.47879461976478,Remain
South East,69.94901275167283,Remain
Northern Ireland,68.76407789188184,Remain
North East,68.16467524701866,Remain
Northern Ireland,70.51497923011938,Leave
Greater London,75.0620695758368,Leave
Yorkshire,68.36457277130097,Remain
Yorkshire,67.52098210693654,Leave
East Midlands,73.77488600512095,Remain
Northern Ireland,70.28050674637173,Leave
Northern Ireland,77.63838946682515,Leave
East Midlands,62.75462582563859,Remain
Northern Ireland,62.32820427963441,Remain
South East,74.49678843558483,Remain
West Midlands,61.75817555225777,Remain
Wales,60.96559948358168,Remain
Wales,62.76184213789439,Leave
Scotland,61.733062520857416,Remain
Northern Ireland,66.81130565101883,Remain
Greater London,66.20529337345769,Remain
North East,65.7610471217992,Remain
Northern Ireland,71.2725888547199,Remain
Northern Ireland,68.73014812508214,Remain
North East,67.44580778887095,Remain
Wales,64.99630783148035,Leave
Scotland,79.16435162847849,Remain
West Midlands,76.2670758107073,Leave
South East,62.08496612224364,Remain
Wales,65.12669014122206,Remain
Greater London,74.23742481613498,Leave
East Midlands,62.58322591820845,Leave
Scotland,72.40683003931196,Leave
North East,70.38775335864399,Remain
Wales,63.083658841375396,Remain
Wales,78.913156960839,Remain
East Midlands,74.92214356336018,Leave
Greater London,73.63068716075742,Leave
Greater London,73.06444363942423,Remain
Wales,69.22843791247273,Leave
South East,65.10632702294122,Remain
Wales,66.5386498447967,Leave
East Midlands,62.59831344172491,Leave
Yorkshire,67.98228988636488,Remain
Northern Ireland,65.75202991505643,Remain
North East,77.49608960001639,Leave
Scotland,62.035503035403764,Remain
Wales,61.62456802083972,Remain
Northern Ireland,77.485776261473,Leave
Yorkshire,66.62388221035796,Remain
Scotland,66.84433167248443,Remain
North East,74.08278601728601,Remain
Scotland,61.136036647603134,Leave
Northern Ireland,60.751062222834605,Remain
Yorkshire,72.37034101063627,Remain
Yorkshire,64.77448776348999,Leave
East Midlands,71.70846227579268,Leave
Scotland,67.25887994982352,Leave
Yorkshire,78.34764058102773,Leave
South East,67.98436241068732,Remain
West Midlands,77.79278724665275,Leave
Greater London,60.717437219143754,Leave
East Midlands,73.52394994286573,Remain
Northern Ireland,71.90051258794574,Leave
Wales,77.64461839946199,Remain
North East,65.86139506250625,Leave
Greater London,60.76979109769033,Remain
Yorkshire,65.99218094389657,Remain
Northern Ireland,66.37749878371847,Leave
Scotland,74.27919384681465,Leave
Northern Ireland,76.58106480165753,Remain
Wales,76.42231822202736,Remain
Northern Ireland,68.01213202845736,Leave
South East,77.42595235463787,Remain
Yorkshire,78.80767178637637,Remain
South East,65.81729718180023,Remain
East Midlands,64.36550977860412,Leave
West Midlands,64.11097734166493,Remain
Northern Ireland,74.59248455321595,Leave
West Midlands,70.50039992345383,Leave
South East,66.82199942642603,Remain
West Midlands,72.81949246975469,Leave
West Midlands,79.21238620950948,Leave
Scotland,64.60950068322539,Leave
East Midlands,69.87304565586183,Leave
Greater London,78.53926270124984,Leave
Yorkshire,75.01883067106235,Remain
East Midlands,67.97202824696116,Remain
Northern Ireland,72.78283530652777,Leave
East Midlands,68.04075340796894,Leave
West Midlands,76.8944010055724,Leave
Yorkshire,76.37689696286,Leave
East Midlands,66.66674172831472,Remain
Wales,74.15932500558375,Remain
Greater London,66.18256287761838,Leave
South East,69.54349349868272,Leave
East Midlands,69.74819735364237,Remain
Northern Ireland,71.02741803778571,Remain
Wales,68.09210138322099,Remain
South East,68.45140632159617,Remain
Yorkshire,64.2130398109579,Remain
Greater London,68.60205999740799,Remain
Yorkshire,63.44181947981619,Remain
Northern Ireland,65.87593389452317,Remain
Scotland,61.46581121649439,Leave
Northern Ireland,73.50319209503216,Remain
Northern Ireland,63.71199794484341,Leave
Scotland,77.9175423329788,Leave
Northern Ireland,73.73187148830782,Leave
Wales,79.23889613166453,Remain
South East,74.33463841373008,Remain
Scotland,77.34790360741684,Remain
East Midlands,75.30255593665402,Remain
Yorkshire,69.48437062452224,Remain
Scotland,65.60078972119273,Leave
North East,77.5496684015208,Leave
East Midlands,76.29166037460433,Remain
Yorkshire,68.25718416451944,Remain
Wales,71.43674068900782,Leave
Wales,60.49156455389196,Remain
North East,61.155880111288795,Leave
West Midlands,63.761495342860975,Leave
East Midlands,71.48498963115843,Remain
Greater London,71.81433622311549,Remain
Wales,76.13124011262443,Leave
South East,68.06250226499186,Remain
Wales,72.43947917971455,Leave
Yorkshire,72.11891550085537,Remain
South East,76.51378865589359,Remain
West Midlands,67.658966269844,Leave
East Midlands,69.82476185156094,Remain
Scotland,73.71225860042752,Remain
Northern Ireland,63.31909324483774,Leave
Wales,74.9865791121372,Leave
East Midlands,68.02349752771144,Remain
Scotland,68.73438934063438,Remain
West Midlands,68.99142473480177,Remain
South East,78.83711654887357,Remain
Wales,62.21204448207739,Leave
Yorkshire,65.76299601804169,Leave
Northern Ireland,63.43603186227052,Leave
East Midlands,74.40248730414632,Remain
Wales,70.64908170222769,Remain
Wales,62.59622260527365,Remain
South East,72.82806099670816,Remain
South East,79.71054774329342,Leave
East Midlands,60.87941515942198,Remain
Yorkshire,72.98479516391227,Leave
Greater London,75.75110864730719,Leave
Greater London,75.97003834784132,Leave
Greater London,77.77946512593661,Leave
West Midlands,77.24677142432814,Remain
Wales,61.98954936070669,Remain
Yorkshire,68.31196043015002,Remain
Northern Ireland,76.01033540781457,Leave
Greater London,72.55732563082142,Remain
Greater London,66.85931445894526,Leave
Yorkshire,64.50821514025981,Leave
East Midlands,63.655994809858804,Leave
Yorkshire,75.61742712316492,Remain
Yorkshire,77.53246700511397,Leave
Yorkshire,71.94931005400278,Remain
South East,77.05442844706987,Remain
Greater London,63.29644601380399,Remain
Wales,64.68109647573162,Leave
East Midlands,70.95037754645799,Remain
South East,65.85047235812931,Leave
Scotland,61.67075674387547,Leave
East Midlands,75.93969076669302,Remain
South East,71.58070568181057,Remain
West Midlands,76.16176561973063,Leave
Greater London,77.32996977192037,Remain
Wales,74.44142968147217,Leave
Scotland,64.31416042542043,Remain
Scotland,62.30929167572466,Remain
North East,66.17383481200912,Remain
Greater London,69.14227143648387,Leave
Greater London,66.6120760946141,Leave
Northern Ireland,72.56874460451036,Remain
Greater London,72.43419236632798,Leave
West Midlands,62.05223088703806,Leave
East Midlands,77.31924621642668,Leave
Scotland,73.27170996358106,Leave
Wales,65.32904648100691,Remain
North East,62.141793399232625,Remain
North East,77.63912243471736,Leave
Greater London,66.40292381268642,Leave
Greater London,69.74842809254868,Remain
East Midlands,71.48192630588676,Remain
Northern Ireland,68.46249401038708,Remain
East Midlands,69.98309582133491,Leave
West Midlands,70.53432755926242,Leave
Wales,74.78321143134184,Remain
South East,60.94584375380968,Remain
Greater London,79.37908531586372,Leave
West Midlands,64.99387897540397,Remain
West Midlands,77.43969186207507,Remain
Yorkshire,71.29198941746785,Leave
East Midlands,68.33843179874047,Remain
Wales,77.2023650383583,Remain
Wales,76.89814868940279,Remain
Scotland,71.62647144138793,Remain
Northern Ireland,66.37027460078612,Leave
Scotland,71.67130694188411,Leave
West Midlands,67.50351965282292,Remain
Wales,78.01062905832985,Remain
South East,65.54010589458633,Remain
Yorkshire,67.64495705252563,Remain
North East,77.74179122398525,Leave
Greater London,72.69267766518347,Leave
Scotland,62.408219330566446,Leave
Greater London,65.84520355019656,Remain
Wales,63.922214885269526,Leave
Scotland,74.33570296505115,Remain
West Midlands,62.006180617905706,Leave
Greater London,68.57989339020949,Remain
Northern Ireland,64.91751887332943,Leave
Scotland,75.62991513544742,Leave
East Midlands,71.16166859581148,Remain
Northern Ireland,76.86134312563134,Leave
South East,68.28861597695635,Remain
Wales,61.6352462566075,Remain
North East,76.2648730664935,Leave
Yorkshire,79.3586110518389,Leave
West Midlands,78.91686241718924,Remain
Scotland,79.85719556687877,Remain
Wales,69.07968570805227,Leave
Northern Ireland,77.96299809335116,Leave
West Midlands,77.57563694047231,Remain
South East,68.93241535151716,Leave
Northern Ireland,76.46497983786008,Leave
East Midlands,66.82873012278702,Remain
Yorkshire,66.1369573938633,Leave
Northern Ireland,63.46209729323786,Leave
Greater London,71.2692978468584,Remain
West Midlands,64.38344665206557,Remain
North East,75.73748529230309,Leave
Scotland,71.61185153353546,Remain
Northern Ireland,66.01294941438056,Remain
Yorkshire,62.04069072380416,Remain
Wales,62.09973443477204,Leave
South East,71.82766658079228,Remain
South East,75.19614252675103,Leave
Yorkshire,67.05948805380973,Remain
West Midlands,71.67969604348329,Remain
East Midlands,60.53024847735937,Remain
South East,61.39939560482236,Leave
North East,78.8860972940251,Leave
West Midlands,62.36356716678959,Remain
Yorkshire,61.23362193669669,Remain
East Midlands,72.39694200594329,Leave
West Midlands,69.84590710777938,Leave
West Midlands,78.27469839882362,Leave
Northern Ireland,78.58004705199858,Remain
South East,72.915692379175,Leave
Wales,77.8194893589617,Leave
Northern Ireland,79.06972008434792,Remain
